timestamp_ms,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z,mag_x,mag_y,mag_z
228,-3.55802e+36,0.19387,-0.0443489,9.68471,0.352119,-1.08731,-4.44556,4.01758,-0.635742
229,-3.56066e+36,0.180022,-0.0366708,9.698,0.369409,-1.10258,-6.49292,4.01904,-0.639404
230,-3.5633e+36,0.179934,-0.0490458,9.68897,0.33465,-1.05066,-1.55884,4.01636,-0.630859
231,-3.56594e+36,0.201067,-0.0395903,9.69732,0.334317,-1.12566,-0.537598,4.01807,-0.63501
232,-3.56858e+36,0.216473,-0.0516416,9.70971,0.261713,-1.06122,3.9873,4.01782,-0.638916
233,-3.57122e+36,0.191037,-0.0542988,9.6887,0.244846,-0.999275,7.3042,4.0188,-0.63623
234,-3.57386e+36,0.205198,-0.055432,9.68638,0.207322,-1.05727,-0.639893,4.01587,-0.644775
235,-3.5765e+36,0.194853,-0.0518282,9.70692,0.294026,-1.07812,-3.00146,4.0166,-0.631836
236,-3.57915e+36,0.176109,-0.0694668,9.71327,0.362326,-0.943782,-0.759277,4.01685,-0.641846
237,-3.58179e+36,0.174888,-0.0322867,9.68376,0.316387,-1.05803,-6.83105,4.0166,-0.633301
238,-3.58443e+36,0.186185,-0.0458236,9.69079,0.270256,-1.04915,5.05176,4.01611,-0.635498
239,-3.58707e+36,0.223094,-0.0401632,9.68756,0.363184,-1.05063,1.53589,4.01709,-0.639893
240,-3.58971e+36,0.216637,-0.0427692,9.67869,0.219514,-1.16946,0.775879,4.01636,-0.635254
241,-3.59235e+36,0.220451,-0.0224096,9.68207,0.346663,-0.961161,-6.96289,4.01685,-0.636475
242,-3.59499e+36,0.215727,-0.0434518,9.68062,0.363184,-0.993627,-2.68555,4.01562,-0.631836
243,-3.59763e+36,0.19339,-0.0404907,9.67964,0.295102,-1.03385,-3.76245,4.01685,-0.635986
244,-3.60027e+36,0.197075,-0.0550523,9.6833,0.317629,-1.04414,2.0249,4.0144,-0.635986
245,-3.60291e+36,0.181723,-0.054743,9.67843,0.303939,-1.08239,6.62622,4.01562,-0.632324
246,-3.60555e+36,0.204418,-0.0345205,9.69209,0.267605,-1.09014,3.17676,4.01587,-0.640869
247,-3.60819e+36,0.202853,-0.0283602,9.69212,0.276916,-1.03615,-6.59546,4.01685,-0.629639
248,-3.61084e+36,0.211311,-0.050813,9.70116,0.317616,-1.04866,5.41919,4.01587,-0.639893
